time,open,high,low,close,55EMA,89EMA,200EMA,Volume
1483408800,627.65,630.57,627.65,630,,,,0
1483410600,629.91,629.91,627.58,628.34,,,,0
1483412400,628.37,631.26,627.62,631.26,,,,0
1483414200,631.52,631.52,630.5,630.9,,,,0
1483416000,631.08,631.68,631.08,631.16,,,,0
1483417800,631.17,631.17,631.17,631.17,,,,0
1483423200,631.23,633.12,631.06,632.88,,,,0
1483425000,633.09,633.8,632.99,633.08,,,,0
1483426800,633.36,634.18,633.14,634.12,,,,0
1483428600,634.08,634.08,633.89,633.89,,,,0
1483495200,632.8,634.29,632.5,634.29,,,,0
1483497000,634.46,635.18,633.75,635,,,,0
1483498800,634.94,635.39,634.38,634.6,,,,0
1483500600,634.37,634.54,632.59,632.67,,,,0
1483502400,632.37,633.55,632.29,633.55,,,,0
1483504200,633.56,633.56,633.56,633.56,,,,0
1483509600,633.42,633.42,632.47,632.47,,,,0
1483511400,632.11,632.43,631.05,631.05,,,,0
1483513200,630.95,631.49,630.46,631.49,,,,0
1483515000,631.59,632.7,631.59,632.7,,,,0
1483581600,633.61,633.61,632.46,633.13,,,,0
1483583400,633.15,634.59,633.15,634.37,,,,0
1483585200,634.18,634.7,633.15,633.15,,,,0
1483587000,633.16,633.55,632.52,633.55,,,,0
1483588800,633.78,634.99,633.62,634.63,,,,0
1483590600,634.64,634.64,634.64,634.64,,,,0
1483596000,634.36,635.03,634.36,634.76,,,,0
1483597800,634.78,635.33,634.78,634.88,,,,0
1483599600,634.77,634.83,633.99,634.52,,,,0
1483601400,634.58,634.83,634.58,634.83,,,,0
1483668000,634.56,636.02,634.26,635.97,,,,0
1483669800,636.12,639.27,636.12,637.98,,,,0
1483671600,638.11,638.36,636.9,638.36,,,,0
1483673400,638.35,639.74,638.17,639.74,,,,0
1483675200,639.34,640.74,639.27,640.48,,,,0
1483677000,640.51,640.51,640.51,640.51,,,,0
1483682400,640.54,640.67,639.75,640.13,,,,0
1483684200,640.07,640.07,638.72,638.94,,,,0
1483686000,639.05,639.05,636.16,636.16,,,,0
1483687800,636.37,636.37,636.34,636.34,,,,0
1483927200,636.82,638.49,636.82,638.05,,,,0
1483929000,638.26,638.4,637.51,638.1,,,,0
1483930800,638.21,638.51,638.08,638.32,,,,0
1483932600,638.19,639.49,637.99,639.21,,,,0
1483934400,639.23,639.38,638.75,639.3,,,,0
1483936200,639.5,639.5,639.5,639.5,,,,0
1483941600,639.54,639.99,639.4,639.95,,,,0
1483943400,639.88,640.02,639.45,639.62,,,,0
1483945200,639.59,639.59,638.49,638.87,,,,0
1483947000,639.01,639.01,638.4,638.4,,,,0
1484013600,639,639.87,638.74,638.9,,,,0
1484015400,638.89,640.42,638.61,640.25,,,,0
1484017200,640.37,640.53,639.15,639.17,,,,0
1484019000,639.36,639.69,638.95,639.55,,,,0
1484020800,639.46,640.07,639.41,640.01,635.680909090909,,,0
1484022600,640.19,640.22,640.19,640.22,635.8430194805194,,,0
1484028000,640.31,640.86,639.92,640.75,636.0182687847865,,,0
1484029800,640.72,640.81,639.86,639.93,636.1579734710441,,,0
1484031600,639.88,640.03,639.4,639.42,636.2744744185068,,,0
1484033400,639.8,639.8,639.36,639.36,636.384671760703,,,0
1484100000,639.56,640.86,639.52,640.86,636.5445049121065,,,0
1484101800,640.96,642.13,640.33,640.96,636.7022011652456,,,0
1484103600,640.87,641.5,640.65,641.12,636.8599796950582,,,0
1484105400,640.99,641.19,640.76,641.1,637.0114089916633,,,0
1484107200,641.06,641.16,640.12,640.93,637.1513586705324,,,0
1484109000,640.96,640.97,640.96,640.97,637.2877387180134,,,0
1484114400,640.9,640.99,640.07,640.77,637.4121051923701,,,0
1484116200,640.61,641.41,640.38,641.3,637.5509585783568,,,0
1484118000,641.2,642.61,641.17,642.46,637.7262814862727,,,0
1484119800,642.79,643.39,642.78,643.39,637.9285571474772,,,0
1484186400,644.53,645.14,644.11,644.11,638.1493229636387,,,0
1484188200,644.04,644.04,642.46,642.97,638.3214900006516,,,0
1484190000,642.85,643.11,642.8,642.94,638.4864367863426,,,0
1484191800,643.08,644.22,642.81,644.22,638.6912069011161,,,0
1484193600,644.26,644.26,642.91,643.3,638.8558066546476,,,0
1484195400,643.47,643.47,643.47,643.47,639.0205992741245,,,0
1484200800,643.54,643.54,642.63,642.75,639.1537921571914,,,0
1484202600,642.61,642.86,641.71,642.86,639.286156723006,,,0
1484204400,642.77,642.84,641.74,642.16,639.3887939828986,,,0
1484206200,642.06,642.25,642.06,642.25,639.4909799120808,,,0
1484272800,642.21,642.61,641.57,641.57,639.5652306295065,,,0
1484274600,641.51,643.09,641.35,643.09,639.6911152498812,,,0
1484276400,643.26,643.85,642.12,642.13,639.7782182766712,,,0
1484278200,641.99,642.7,641.99,642.31,639.8686390525044,,,0
1484280000,642.36,642.68,641.78,642.68,639.9690448006293,,,0
1484281800,642.66,642.66,642.66,642.66,640.065150343464,,,0
1484287200,642.15,642.47,641.85,642.45,640.1503235454832,,,0
1484289000,642.32,642.58,641.96,641.96,640.2149548474301,,,0
1484290800,642.03,642.03,640.58,640.86,640.2379921743076,638.0531460674158,,0
1484292600,641.1,641.1,640.07,640.07,640.2319924537966,638.0979650436955,,0
1484532000,639.59,640.52,639.35,639.92,640.220849866161,638.1384547093911,,0
1484533800,639.91,639.91,636.58,636.74,640.0965337995124,638.1073779380713,,0
1484535600,636.64,636.75,636.03,636.03,639.9513004495298,638.0612139838919,,0
1484537400,635.82,635.82,633.35,633.35,639.7155397191895,637.9565203398054,,0
1484539200,633.26,636.09,633.26,636.09,639.5860561577898,637.9150421100319,,0
1484541000,636.12,636.12,636.12,636.12,639.4622684378687,637.8751522853645,,0
1484546400,636.08,636.08,634.27,634.37,639.2804017079449,637.7972600123564,,0
1484548200,634.45,634.66,633.82,634.14,639.0968159326611,637.7159875676374,,0
1484550000,633.82,633.94,632.88,633.13,638.8837153636375,637.614076732801,,0
1484551800,632.91,632.91,632.7,632.7,638.6628683863647,637.5048750276276,,0
1484618400,633.42,636.26,633.42,636.26,638.5770516582803,637.4772111381247,,0
1484620200,636.67,636.78,635.1,635.18,638.4557283847703,637.426162001722,,0
1484622000,634.93,635.64,634.55,635.64,638.3551666567428,637.3864695127949,,0
1484623800,635.3,636.12,635.26,636.06,638.2731964190019,637.3569924125105,,0
1484625600,636.07,636.07,634.97,634.99,638.1559394040376,637.3043925811214,,0
1484627400,634.94,635.01,634.94,635.01,638.0435844253219,637.2534060793187,,0
1484632800,634.93,635.55,634.72,635.55,637.9545278387033,637.2155526108894,,0
1484634600,635.7,636.86,635.13,635.61,637.8707947016067,637.1798736639807,,0
1484636400,635.84,637.09,635.27,636.87,637.8350520336921,637.1729875825589,,0
1484638200,636.96,637.54,636.96,637.54,637.8245144610603,637.1811434140576,,0
1484704800,637.09,638.28,637.09,638.28,637.8407818017367,637.2055624493007,,0
1484706600,638.57,638.72,636.59,636.99,637.810396737389,637.2007721726496,,0
1484708400,636.79,638.26,636.79,637.71,637.8068111396252,637.2120883465908,,0
1484710200,637.8,637.89,637.39,637.48,637.79513931321,637.2180419388887,,0
1484712000,637.42,637.84,637.42,637.43,637.7820986234525,637.2227521180246,,0
1484713800,637.5,637.5,637.5,637.5,637.7720236726149,637.2289131820685,,0
1484719200,637.55,637.76,636.33,636.47,637.7255228271644,637.2120484446892,,0
1484721000,636.3,636.56,635.6,635.6,637.6496112976228,637.1762251459184,,0
1484722800,635.51,635.57,633.69,633.69,637.5081966084219,637.098753476009,,0
1484724600,634.03,634.03,633.1,633.1,637.350761015264,637.0098922876533,,0
1484791200,632.31,632.65,630.66,630.66,637.1118052647188,636.86878357015,,0
1484793000,630.55,632.57,630.48,632.57,636.949597933836,636.7732550463688,,0
1484794800,632.67,633.43,632.42,633.37,636.8217551504847,636.6976271564495,,0
1484796600,633.32,634,632.93,633.25,636.6941924665389,636.6210132196395,,0
1484798400,633.11,633.63,632.8,632.8,636.5551141641624,636.5361018147586,,0
1484800200,632.73,632.73,632.73,632.73,636.4185029440138,636.4515217744306,,0
1484805600,633,633,631.79,632,636.2606992674419,636.3525990683321,,0
1484807400,632.01,632.55,632.01,632.27,636.1181742936046,636.2618746445913,,0
1484809200,632.21,632.5,632.12,632.32,635.9825252116901,636.1742774302671,,0
1484811000,632.37,632.37,631,631,635.8045778827012,636.0592934873723,,0
1484877600,632.17,633.82,632.17,633.82,635.7337001011762,636.0095314098752,,0
1484879400,633.85,634.73,633.43,633.43,635.6514250975628,635.9522084896557,,0
1484881200,633.98,634.23,633.21,634.11,635.5963742012212,635.911270523219,,0
1484883000,634.08,634.09,633.59,633.95,635.5375751226062,635.867686733814,,0
1484884800,633.77,634.29,633.75,634.25,635.4915902967988,635.8317381397293,,0
1484886600,634.23,634.23,634.23,634.23,635.4465335004845,635.7961439588464,,0
1484892000,634.45,635.13,634.45,634.96,635.4291573040387,635.7775629819831,,0
1484893800,634.82,635.79,634.47,635.79,635.4420445431801,635.7778393601612,,0
1484895600,635.82,636.39,635.59,635.65,635.4494715237809,635.774998485491,,0
1484897400,635.68,635.68,634.28,634.28,635.4077046836459,635.7417762969245,,0
1485136800,634.81,635.85,634.81,635.51,635.4113580878014,635.7366257125484,,0
1485138600,635.4,637.14,635.4,636.59,635.4534524418085,635.7555895856029,,0
1485140400,636.56,637.02,636.07,636.83,635.502614854601,635.7794653725896,,0
1485142200,636.85,636.94,635.78,635.78,635.5125214669367,635.7794772531987,,0
1485144000,635.75,635.89,635.11,635.42,635.5092171288319,635.7714888697943,,0
1485145800,635.65,635.65,635.65,635.65,635.5142450885164,635.7687891171322,,0
1485151200,635.62,636.96,635.42,636.52,635.5501649067837,635.785482692307,,0
1485153000,636.27,636.27,635.54,636.06,635.56837330297,635.7915830769224,,0
1485154800,635.86,636.62,635.75,636.13,635.5884313992925,635.7991034529908,,0
1485156600,636.41,636.41,635.42,635.42,635.5824159921749,635.7906789318132,,0
1485223200,635.31,637.29,635.31,637.06,635.6351868495972,635.8188860666618,,0
1485225000,637.3,637.94,637,637.38,635.6975016049687,635.8535774874026,,0
1485226800,637.6,638.62,637.6,638.62,635.8018765476484,635.9150535432381,,0
1485228600,638.64,638.92,637.86,638.56,635.9003809566609,635.9738301311661,,0
1485230400,638.72,638.73,638.21,638.53,635.9942959224944,636.030633906029,,0
1485232200,638.59,638.59,638.59,638.59,636.0869996395481,636.0875087081173,,0
1485237600,638.87,639.46,638.66,638.67,636.1792496524214,636.1448974034925,,0
1485239400,638.86,639.85,638.78,639.8,636.3085621648349,636.2261219056371,,0
1485241200,640.09,640.18,639.5,639.5,636.4225420875194,636.2988747521786,,0
1485243000,639.82,639.82,639.32,639.32,636.5260227272508,636.3660108687968,,0
1485309600,640.92,641.35,640.22,640.22,636.6579504869919,636.4516550717125,,0
1485311400,639.93,640.51,639.43,640.46,636.7937379695993,636.5407294034522,,0
1485313200,640.5,642.19,640.38,642.15,636.9850330421136,636.6653798611533,,0
1485315000,642.35,642.62,641.59,641.59,637.1494961477524,636.7748158642388,,0
1485316800,641.72,641.98,641.22,641.8,637.315585571047,636.8864866228113,,0
1485318600,641.79,641.79,641.79,641.79,637.4753860863667,636.9954535867488,,0
1485324000,642.01,642.61,642.01,642.61,637.6587651547107,637.120221284821,,0
1485325800,642.3,643.18,642.3,642.48,637.8309521134711,637.2393274784916,,0
1485327600,642.35,643.15,641.85,643.15,638.0209181094185,637.3706757567473,,0
1485329400,642.94,644.79,642.94,644.79,638.2626710340821,637.5355496288196,,0
1486000800,645.72,649.44,645.72,648.36,638.623289925722,637.7760929704014,,0
1486002600,648.31,648.31,646.57,647.26,638.9317438569462,637.986846459948,,0
1486004400,647.45,648.34,647.39,647.7,639.2448958620553,638.2026943163936,,0
1486006200,647.67,649.99,647.46,649.85,639.6236495812676,638.4615233315849,,0
