Date,Open,High,Low,Close,Volume,time
2004-05-06,263.13000488,263.13000488,261.67999268,261.67999268,325000,1083808800
2004-05-07,261.02999878,261.32000732,261.02999878,261.32000732,1170000,1083895200
2004-05-10,260.27999878,260.27999878,258.20999146,258.20999146,425000,1084154400
2004-05-11,256.16000366,256.91000366,256.16000366,256.91000366,536000,1084240800
2004-05-12,257.69000244,262.6499939,257.69000244,262.6499939,615000,1084327200
2004-05-13,264.94000244,264.94000244,263.63000488,263.63000488,674000,1084413600
2004-05-14,262.82000732,262.82000732,261.48999023,261.48999023,1180000,1084500000
2004-05-17,260.86999512,260.86999512,260.23001099,260.23001099,478000,1084759200
2004-05-18,262.20999146,262.20999146,260.79000854,260.79000854,86000,1084845600
2004-05-19,260.79000854,261.29998779,260.79000854,261.29998779,777000,1084932000
2004-05-20,261.57998657,261.57998657,261.57998657,261.57998657,1658000,1085018400
2004-05-21,261.54000854,261.54000854,261.13000488,261.13000488,648000,1085104800
2004-05-24,262.32998657,262.32998657,261.97000122,261.97000122,2491000,1085364000
2004-05-25,261.32000732,261.32000732,258.30999756,258.30999756,1825000,1085450400
2004-05-26,254.94000244,254.94000244,253.97999573,253.97999573,179000,1085536800
2004-05-27,252.92999268,252.92999268,251.16000366,251.16000366,3548000,1085623200
2004-05-28,251.38999939,251.46000671,251.38999939,251.46000671,1235000,1085709600
2004-05-31,252.22999573,252.22999573,251.99000549,251.99000549,1836000,1085968800
2004-06-01,252.63999939,252.63999939,252.50999451,252.50999451,157000,1086055200
2004-06-02,252.02999878,252.11999512,252.02999878,252.11999512,703000,1086141600
2004-06-03,252.69000244,252.69000244,250.99000549,250.99000549,637000,1086228000
2004-06-04,250.72999573,250.72999573,248.99000549,248.99000549,2645000,1086314400
2004-06-07,248.94999695,248.94999695,247.36999512,247.36999512,644000,1086573600
2004-06-08,244.75999451,245.03999329,244.75999451,245.03999329,1449000,1086660000
2004-06-09,245.50999451,246.63999939,245.50999451,246.63999939,832000,1086746400
2004-06-10,246.97000122,247.41000366,246.97000122,247.41000366,125000,1086832800
2004-06-11,248.27000427,248.44000244,248.27000427,248.44000244,1600000,1086919200
2004-06-14,251.8999939,254.25999451,251.8999939,254.25999451,1369000,1087178400
2004-06-15,256.10998535,256.10998535,253.53999329,253.53999329,1251000,1087264800
2004-06-16,252.36999512,252.36999512,251.99000549,251.99000549,368000,1087351200
2004-06-17,251.47000122,251.47000122,249.27999878,249.27999878,1055000,1087437600
2004-06-18,249.55999756,249.55999756,249.28999329,249.28999329,1160000,1087524000
2004-06-21,249.32000732,249.94999695,249.32000732,249.94999695,934000,1087783200
2004-06-22,248.8999939,249.25999451,248.8999939,249.25999451,1040000,1087869600
2004-06-23,248.8999939,249.3999939,248.8999939,249.3999939,731000,1087956000
2004-06-24,249.63000488,250.0,249.63000488,250.0,187000,1088042400
2004-06-25,249.69000244,249.82000732,249.69000244,249.82000732,455000,1088128800
2004-06-28,249.36999512,249.38000488,249.36999512,249.38000488,878000,1088388000
2004-06-29,248.61999512,248.61999512,248.03999329,248.03999329,148000,1088474400
2004-06-30,248.44999695,249.69999695,248.44999695,249.69999695,596000,1088560800
2004-07-01,249.41999817,249.41999817,248.55000305,248.55000305,180000,1088647200
2004-07-02,248.66999817,248.66999817,248.13000488,248.13000488,374000,1088733600
2004-07-05,247.92999268,247.92999268,247.61000061,247.61000061,875000,1088992800
2004-07-06,247.49000549,247.49000549,247.27000427,247.27000427,632000,1089079200
2004-07-07,247.36999512,247.36999512,247.0,247.0,578000,1089165600
2004-07-08,246.55000305,246.55000305,246.47000122,246.47000122,430000,1089252000
2004-07-09,246.83999634,246.83999634,246.32000732,246.32000732,135000,1089338400
2004-07-12,245.80000305,245.80000305,245.50999451,245.50999451,231000,1089597600
2004-07-13,246.11000061,246.11000061,244.63000488,244.63000488,1169000,1089684000
2004-07-14,244.61000061,244.61000061,243.47999573,243.47999573,808000,1089770400
2004-07-15,242.32000732,242.32000732,242.24000549,242.24000549,1287000,1089856800
2004-07-16,242.72000122,245.57000732,242.72000122,245.57000732,180000,1089943200
2004-07-19,244.16999817,244.16999817,243.08000183,243.08000183,210000,1090202400
2004-07-20,242.25999451,244.24000549,242.25999451,244.24000549,645000,1090288800
2004-07-21,243.72000122,244.02000427,243.72000122,244.02000427,132000,1090375200
2004-07-22,244.17999268,244.17999268,244.13000488,244.13000488,99000,1090461600
2004-07-23,244.03999329,244.03999329,243.55000305,243.55000305,1122000,1090548000
2004-07-26,242.86999512,242.86999512,241.83999634,241.83999634,1352000,1090807200
2004-07-27,241.77999878,241.77999878,240.94000244,240.94000244,203000,1090893600
2004-07-28,240.16999817,240.30999756,240.16999817,240.30999756,666000,1090980000
2004-07-29,238.32000732,238.32000732,235.30000305,235.30000305,255000,1091066400
2004-07-30,235.36000061,238.44000244,235.36000061,238.44000244,291000,1091152800
2004-08-02,238.41000366,238.41000366,237.16000366,237.16000366,131000,1091412000
2004-08-03,236.05000305,236.05000305,234.05000305,234.05000305,1202000,1091498400
2004-08-04,232.38999939,232.38999939,231.50999451,231.50999451,417000,1091584800
2004-08-05,228.83999634,228.83999634,228.63999939,228.63999939,224000,1091671200
2004-08-06,226.55000305,226.55000305,224.13999939,224.13999939,373000,1091757600
2004-08-09,215.58999634,215.58999634,213.74000549,213.74000549,496000,1092016800
2004-08-10,209.41000366,222.46000671,209.41000366,222.46000671,355000,1092103200
2004-08-11,228.16999817,228.16999817,227.22000122,227.22000122,637000,1092189600
2004-08-12,227.08000183,227.08000183,224.47999573,224.47999573,927000,1092276000
2004-08-13,222.69999695,223.19999695,222.69999695,223.19999695,1988000,1092362400
2004-08-16,221.13000488,221.13000488,221.0,221.0,405000,1092621600
2004-08-17,220.22999573,222.19000244,220.22999573,222.19000244,125000,1092708000
2004-08-18,222.61999512,223.61000061,222.61999512,223.61000061,1460000,1092794400
2004-08-19,224.3500061,226.92999268,224.3500061,226.92999268,168000,1092880800
2004-08-20,228.19999695,229.16000366,228.19999695,229.16000366,949000,1092967200
2004-08-23,232.86000061,237.30000305,232.86000061,237.30000305,885000,1093226400
2004-08-24,238.46000671,238.46000671,231.8500061,231.8500061,3288000,1093312800
2004-08-25,232.02000427,232.02000427,231.74000549,231.74000549,371000,1093399200
2004-08-26,231.16999817,232.71000671,231.16999817,232.71000671,2257000,1093485600
2004-08-27,233.66999817,233.91000366,233.66999817,233.91000366,1742000,1093572000
2004-08-30,233.46000671,233.46000671,232.47999573,232.47999573,2574000,1093831200
2004-08-31,232.27999878,232.38000488,232.27999878,232.38000488,445000,1093917600
2004-09-01,231.88999939,231.88999939,231.50999451,231.50999451,624000,1094004000
2004-09-06,231.32000732,231.32000732,231.00999451,231.00999451,3658000,1094436000
2004-09-07,231.02999878,231.02999878,230.82000732,230.82000732,513000,1094522400
2004-09-08,229.88999939,229.97999573,229.88999939,229.97999573,567000,1094608800
2004-09-09,230.36000061,230.36000061,230.19999695,230.19999695,983000,1094695200
2004-09-10,230.55000305,231.13000488,230.55000305,231.13000488,2038000,1094781600
2004-09-13,231.67999268,231.67999268,231.41999817,231.41999817,1042000,1095040800
2004-09-14,231.44999695,231.6000061,231.44999695,231.6000061,2194000,1095127200
2004-09-15,232.02999878,232.02999878,231.97000122,231.97000122,1060000,1095213600
2004-09-16,231.94999695,231.94999695,231.94000244,231.94000244,662000,1095300000
2004-09-17,231.0,231.25,231.0,231.25,570000,1095386400
2004-09-20,231.02000427,231.02000427,230.8500061,230.8500061,153000,1095645600
2004-09-21,230.75999451,231.11999512,230.75999451,231.11999512,1033000,1095732000
2004-09-22,230.36999512,230.36999512,230.33000183,230.33000183,580000,1095818400
2004-09-23,230.44999695,230.44999695,230.17999268,230.17999268,1129000,1095904800
2004-09-24,229.88999939,230.58000183,229.88999939,230.58000183,3269000,1095991200
2004-09-27,231.05999756,231.05999756,230.86000061,230.86000061,1009000,1096250400
2004-09-28,231.61000061,231.91000366,231.61000061,231.91000366,213000,1096336800
2004-09-29,232.3999939,232.66999817,232.3999939,232.66999817,205000,1096423200
2004-09-30,233.32000732,233.32000732,233.19000244,233.19000244,735000,1096509600
2004-10-01,233.22000122,233.22000122,232.57000732,232.57000732,111000,1096596000
2004-10-04,232.52000427,232.6000061,232.52000427,232.6000061,1341000,1096855200
2004-10-05,232.44999695,233.00999451,232.44999695,233.00999451,2737000,1096941600
2004-10-06,233.07000732,233.27000427,233.07000732,233.27000427,558000,1097028000
2004-10-07,233.13999939,233.3500061,233.13999939,233.3500061,345000,1097114400
2004-10-08,232.44000244,232.53999329,232.44000244,232.53999329,403000,1097200800
2004-10-11,231.11999512,231.11999512,230.75,230.75,1026000,1097460000
2004-10-12,230.27999878,230.88999939,230.27999878,230.88999939,258000,1097546400
2004-10-13,231.0,231.47999573,231.0,231.47999573,229000,1097632800
2004-10-14,231.36999512,231.80999756,231.36999512,231.80999756,390000,1097719200
2004-10-15,231.61000061,232.16000366,231.61000061,232.16000366,323000,1097805600
2004-10-18,233.75999451,233.75999451,233.6000061,233.6000061,240000,1098064800
2004-10-19,234.86999512,235.69000244,234.86999512,235.69000244,1843000,1098151200
2004-10-20,236.05000305,236.05000305,235.97000122,235.97000122,581000,1098237600
2004-10-21,234.75999451,234.75999451,234.30000305,234.30000305,857000,1098324000
2004-10-22,233.75999451,233.75999451,232.8500061,232.8500061,111000,1098410400
2004-10-25,233.19999695,233.55000305,233.19999695,233.55000305,2117000,1098669600
2004-10-26,234.11999512,234.11999512,233.55999756,233.55999756,1488000,1098756000
2004-10-27,233.78999329,234.27999878,233.78999329,234.27999878,212000,1098842400
2004-10-28,234.57000732,234.57000732,232.97000122,232.97000122,992000,1098928800
2004-10-29,231.80000305,232.58999634,231.80000305,232.58999634,1788000,1099015200
2004-11-01,232.57000732,232.57000732,232.30000305,232.30000305,487000,1099274400
2004-11-02,232.44999695,232.66999817,232.44999695,232.66999817,2192000,1099360800
2004-11-03,232.3999939,232.3999939,231.67999268,231.67999268,327000,1099447200
2004-11-04,231.30000305,231.30000305,231.05999756,231.05999756,363000,1099533600
2004-11-05,230.83999634,230.83999634,230.55000305,230.55000305,2535000,1099620000
2004-11-08,229.91999817,230.11000061,229.91999817,230.11000061,500000,1099879200
2004-11-09,229.47000122,229.47000122,228.96000671,228.96000671,2703000,1099965600
2004-11-10,228.46000671,228.75,228.46000671,228.75,798000,1100052000
2004-11-11,228.8500061,228.8500061,228.16000366,228.16000366,334000,1100138400
2004-11-12,227.00999451,227.00999451,226.99000549,226.99000549,1043000,1100224800
2004-11-15,226.88999939,226.88999939,226.6499939,226.6499939,2008000,1100484000
2004-11-16,226.72000122,226.72000122,226.07000732,226.07000732,4475000,1100570400
2004-11-17,226.17999268,226.17999268,225.75999451,225.75999451,599000,1100656800
2004-11-18,225.47999573,225.6499939,225.47999573,225.6499939,383000,1100743200
2004-11-19,224.13999939,224.72000122,224.13999939,224.72000122,367000,1100829600
2004-11-22,224.82000732,224.82000732,223.8500061,223.8500061,1087000,1101088800
2004-11-23,223.63000488,223.63000488,222.61999512,222.61999512,324000,1101175200
2004-11-24,222.24000549,222.24000549,221.88999939,221.88999939,223000,1101261600
2004-11-25,221.32000732,221.33000183,221.32000732,221.33000183,696000,1101348000
2004-11-26,221.05999756,221.69000244,221.05999756,221.69000244,979000,1101434400
2004-11-29,222.11999512,224.47000122,222.11999512,224.47000122,1741000,1101693600
2004-11-30,228.41000366,229.55999756,228.41000366,229.55999756,2273000,1101780000
2004-12-01,233.50999451,233.50999451,232.08000183,232.08000183,495000,1101866400
2004-12-02,230.66999817,230.66999817,227.69000244,227.69000244,162000,1101952800
2004-12-03,228.1499939,229.03999329,228.1499939,229.03999329,471000,1102039200
2004-12-06,229.58999634,229.58999634,228.92999268,228.92999268,1257000,1102298400
2004-12-07,229.58999634,229.80999756,229.58999634,229.80999756,1649000,1102384800
2004-12-08,229.55000305,229.66000366,229.55000305,229.66000366,512000,1102471200
2004-12-09,230.11000061,230.11000061,229.58999634,229.58999634,2002000,1102557600
2004-12-10,229.63000488,230.11000061,229.63000488,230.1000061,811000,1102644000
2004-12-13,231.02000427,231.02000427,230.71000671,230.71000671,3001000,1102903200
2004-12-14,230.71000671,230.72000122,230.71000671,230.72000122,911000,1102989600
2004-12-15,231.52999878,232.05999756,231.52999878,232.05999756,498000,1103076000
2004-12-16,232.17999268,232.57000732,232.17999268,232.57000732,741000,1103162400
2004-12-17,233.55999756,233.92999268,233.55999756,233.92999268,435000,1103248800
2004-12-20,234.11999512,234.32000732,234.11999512,234.32000732,1791000,1103508000
2004-12-21,234.00999451,234.00999451,233.58999634,233.58999634,1191000,1103594400
2004-12-22,234.41000366,235.44999695,234.41000366,235.44999695,430000,1103680800
2004-12-23,237.1499939,237.1499939,236.8999939,236.8999939,2101000,1103767200
2004-12-24,239.27999878,240.24000549,239.27999878,240.24000549,2594000,1103853600
2004-12-27,240.49000549,240.49000549,239.88999939,239.88999939,507000,1104112800
2004-12-28,240.5,240.5,239.49000549,239.49000549,4132000,1104199200
2004-12-29,237.6499939,237.6499939,237.55999756,237.55999756,328000,1104285600
2004-12-30,237.02999878,237.50999451,237.02999878,237.50999451,930000,1104372000
2004-12-31,237.58999634,239.28999329,237.58999634,239.28999329,375000,1104458400
2005-01-04,238.38999939,238.38999939,237.22999573,237.22999573,1468000,1104804000
2005-01-05,236.92999268,236.92999268,236.72000122,236.72000122,2106000,1104890400
2005-01-06,236.05999756,236.05999756,235.52999878,235.52999878,409000,1104976800
2005-01-07,235.16999817,235.38000488,235.16999817,235.38000488,368000,1105063200
2005-01-10,234.57000732,234.57000732,233.97000122,233.97000122,311000,1105322400
2005-01-11,235.00999451,235.00999451,234.72000122,234.72000122,300000,1105408800
2005-01-12,234.6499939,234.83000183,234.6499939,234.83000183,161000,1105495200
2005-01-13,235.33999634,235.33999634,234.47000122,234.47000122,221000,1105581600
2005-01-14,234.6000061,235.8500061,234.6000061,235.8500061,1122000,1105668000
2005-01-17,236.05000305,236.07000732,236.05000305,236.07000732,2838000,1105927200
2005-01-18,236.32000732,236.32000732,235.33000183,235.33000183,1401000,1106013600
2005-01-19,234.1499939,234.61000061,234.1499939,234.61000061,221000,1106100000
2005-01-20,234.75,234.75,234.58999634,234.58999634,206000,1106186400
2005-01-21,235.75,236.07000732,235.75,236.07000732,524000,1106272800
2005-01-24,235.97999573,235.97999573,234.69999695,234.69999695,1227000,1106532000
2005-01-25,234.47000122,234.58000183,234.47000122,234.58000183,1605000,1106618400
2005-01-26,234.72000122,234.91000366,234.72000122,234.91000366,154000,1106704800
2005-01-27,234.27999878,234.27999878,233.75999451,233.75999451,1074000,1106791200
2005-01-28,234.03999329,234.17999268,234.03999329,234.17999268,1043000,1106877600
2005-01-31,233.21000671,233.32000732,233.21000671,233.32000732,172000,1107136800
2005-02-01,232.92999268,232.92999268,232.41000366,232.41000366,149000,1107223200
2005-02-02,232.91000366,232.91000366,232.8500061,232.8500061,688000,1107309600
2005-02-03,233.30999756,233.36000061,233.30999756,233.36000061,1108000,1107396000
2005-02-04,233.67999268,236.02000427,233.67999268,236.02000427,123000,1107482400
2005-02-14,235.77999878,235.77999878,235.27999878,235.27999878,94000,1108346400
2005-02-15,235.33000183,235.36000061,235.33000183,235.36000061,102000,1108432800
2005-02-16,234.27999878,234.49000549,234.27999878,234.49000549,1732000,1108519200
2005-02-17,234.63999939,234.63999939,234.02000427,234.02000427,527000,1108605600
2005-02-18,234.41000366,234.41000366,233.61999512,233.61999512,142000,1108692000
2005-02-21,233.72000122,233.72000122,233.13000488,233.13000488,690000,1108951200
2005-02-22,233.91999817,233.91999817,233.02999878,233.02999878,1695000,1109037600
2005-02-23,233.17999268,234.1499939,233.17999268,234.1499939,1187000,1109124000
2005-02-24,234.08999634,234.38000488,234.08999634,234.38000488,133000,1109210400
2005-02-25,234.88000488,235.13999939,234.88000488,235.13999939,655000,1109296800
2005-02-28,235.21000671,235.21000671,235.1000061,235.1000061,207000,1109556000
2005-03-01,235.96000671,235.96000671,235.80999756,235.80999756,165000,1109642400
2005-03-02,236.74000549,236.74000549,236.41000366,236.41000366,3180000,1109728800
2005-03-03,236.77000427,237.61999512,236.77000427,237.61999512,2254000,1109815200
2005-03-04,237.91999817,237.91999817,237.77999878,237.77999878,2413000,1109901600
2005-03-07,237.91999817,238.11000061,237.91999817,238.11000061,623000,1110160800
2005-03-08,238.13000488,238.13000488,237.55000305,237.55000305,1006000,1110247200
2005-03-09,236.86000061,237.19000244,236.86000061,237.19000244,980000,1110333600
2005-03-10,236.88999939,236.88999939,236.80999756,236.80999756,1991000,1110420000
2005-03-11,237.11999512,237.11999512,237.00999451,237.00999451,356000,1110506400
2005-03-14,237.16000366,237.16000366,236.66999817,236.66999817,328000,1110765600
2005-03-15,237.52000427,237.96000671,237.52000427,237.96000671,527000,1110852000
2005-03-16,238.11999512,238.47000122,238.11999512,238.47000122,1569000,1110938400
2005-03-17,238.17999268,238.17999268,237.86999512,237.86999512,1672000,1111024800
2005-03-18,238.0,238.38999939,238.0,238.38999939,314000,1111111200
2005-03-21,238.11000061,241.86000061,238.11000061,241.86000061,527000,1111370400
2005-03-22,241.97000122,241.97000122,241.53999329,241.53999329,2418000,1111456800
2005-03-23,242.83999634,244.24000549,242.83999634,244.24000549,717000,1111543200
2005-03-24,247.22999573,250.63999939,247.22999573,250.63999939,1799000,1111629600
2005-03-25,252.63999939,252.63999939,248.42999268,248.42999268,734000,1111716000
2005-03-28,246.53999329,246.53999329,244.83999634,244.83999634,819000,1111975200
2005-03-29,243.96000671,244.22000122,243.96000671,244.22000122,458000,1112061600
2005-03-30,245.19999695,245.19999695,245.16999817,245.16999817,1436000,1112148000
2005-03-31,245.08999634,246.50999451,245.08999634,246.50999451,592000,1112234400
2005-04-01,247.05000305,247.05000305,245.55000305,245.55000305,773000,1112320800
2005-04-04,247.0,247.0,245.67999268,245.67999268,1324000,1112580000
2005-04-05,246.08000183,246.08000183,245.55999756,245.55999756,734000,1112666400
2005-04-06,247.41999817,247.41999817,244.97999573,244.97999573,551000,1112752800
2005-04-07,244.92999268,245.21000671,244.92999268,245.21000671,839000,1112839200
2005-04-08,246.41999817,246.41999817,245.88000488,245.88000488,1632000,1112925600
2005-04-11,245.80999756,246.13000488,245.80999756,246.13000488,851000,1113184800
2005-04-12,248.78999329,248.78999329,248.08000183,248.08000183,1429000,1113271200
2005-04-13,245.82000732,246.25,245.82000732,246.25,1128000,1113357600
2005-04-14,246.02000427,246.02000427,245.94999695,245.94999695,1333000,1113444000
2005-04-15,246.3999939,246.83000183,246.3999939,246.83000183,893000,1113530400
2005-04-18,246.75,246.75,245.44000244,245.44000244,2650000,1113789600
2005-04-19,245.36999512,245.36999512,244.86999512,244.86999512,523000,1113876000
2005-04-20,247.44999695,247.44999695,246.77000427,246.77000427,4727000,1113962400
2005-04-21,245.82000732,245.82000732,245.58000183,245.58000183,752000,1114048800
2005-04-22,246.05999756,246.05999756,245.63000488,245.63000488,300000,1114135200
2005-04-25,246.36999512,246.36999512,245.69000244,245.69000244,2127000,1114394400
2005-04-26,247.19999695,247.19999695,246.6499939,246.6499939,1337000,1114480800
2005-04-27,247.17999268,247.17999268,246.42999268,246.42999268,746000,1114567200
2005-04-28,244.94999695,245.66999817,244.94999695,245.66999817,1152000,1114653600
2005-04-29,246.02999878,246.25,246.02999878,246.25,207000,1114740000
2005-05-04,245.55999756,245.55999756,244.02999878,244.02999878,1049000,1115172000
2005-05-05,244.03999329,244.71000671,244.03999329,244.71000671,923000,1115258400
2005-05-06,245.16999817,245.24000549,245.16999817,245.24000549,185000,1115344800
2005-05-09,245.22999573,245.22999573,244.47999573,244.47999573,341000,1115604000
2005-05-10,244.42999268,244.42999268,244.13999939,244.13999939,230000,1115690400
2005-05-11,243.5,243.5,243.1000061,243.1000061,558000,1115776800
2005-05-12,242.69000244,242.80999756,242.69000244,242.80999756,232000,1115863200
2005-05-13,243.05000305,243.36000061,243.05000305,243.36000061,649000,1115949600
2005-05-16,243.58000183,243.58000183,242.44999695,242.44999695,864000,1116208800
2005-05-17,242.02000427,242.02000427,241.52999878,241.52999878,859000,1116295200
2005-05-18,241.66999817,241.66999817,241.38999939,241.38999939,1156000,1116381600
2005-05-19,241.78999329,242.47999573,241.78999329,242.47999573,251000,1116468000
2005-05-20,242.69000244,243.69000244,242.69000244,243.69000244,446000,1116554400
2005-05-23,243.55000305,243.55000305,243.38999939,243.38999939,1472000,1116813600
2005-05-24,243.72000122,243.72000122,243.72000122,243.72000122,1494000,1116900000
2005-05-25,242.8500061,243.19000244,242.8500061,243.19000244,2254000,1116986400
2005-05-26,243.13999939,243.24000549,243.13999939,243.24000549,1571000,1117072800
2005-05-27,243.19999695,244.13000488,243.19999695,244.13000488,537000,1117159200
2005-05-30,243.27000427,244.55999756,243.27000427,244.55999756,1979000,1117418400
2005-05-31,243.74000549,244.24000549,243.74000549,244.24000549,670000,1117504800
2005-06-01,244.1000061,244.72999573,244.1000061,244.72999573,1732000,1117591200
2005-06-02,245.17999268,245.17999268,244.88000488,244.88000488,3362000,1117677600
2005-06-03,245.25999451,245.38000488,245.25999451,245.38000488,175000,1117764000
2005-06-06,245.66999817,245.75999451,245.66999817,245.75999451,1099000,1118023200
2005-06-07,247.1000061,247.1000061,246.66999817,246.66999817,622000,1118109600
2005-06-08,247.11999512,247.21000671,247.11999512,247.21000671,1253000,1118196000
2005-06-09,247.19999695,247.19999695,247.05999756,247.05999756,917000,1118282400
2005-06-10,246.46000671,246.58999634,246.46000671,246.58999634,817000,1118368800
2005-06-13,246.57000732,246.57000732,245.83000183,245.83000183,1335000,1118628000
2005-06-14,245.46000671,245.72999573,245.46000671,245.72999573,461000,1118714400
2005-06-15,246.05000305,246.07000732,246.05000305,246.07000732,2348000,1118800800
2005-06-16,246.17999268,246.28999329,246.17999268,246.28999329,832000,1118887200
2005-06-17,246.44999695,246.55999756,246.44999695,246.55999756,933000,1118973600
2005-06-20,247.30999756,247.30999756,246.41999817,246.41999817,292000,1119232800
2005-06-21,246.91999817,246.91999817,246.55999756,246.55999756,3142000,1119319200
2005-06-22,247.41999817,247.41999817,246.75999451,246.75999451,472000,1119405600
2005-06-23,247.30000305,247.30000305,247.0,247.0,645000,1119492000
2005-06-24,247.71000671,247.71000671,246.77999878,246.77999878,269000,1119578400
2005-06-27,245.94000244,245.99000549,245.94000244,245.99000549,1829000,1119837600
2005-06-28,245.30999756,245.30999756,245.02000427,245.02000427,1017000,1119924000
2005-06-29,244.83000183,246.44000244,244.83000183,246.44000244,1161000,1120010400
2005-06-30,247.44999695,247.44999695,246.80999756,246.80999756,579000,1120096800
2005-07-01,246.83000183,246.83000183,246.50999451,246.50999451,853000,1120183200
2005-07-04,246.91999817,247.77000427,246.91999817,247.77000427,864000,1120442400
2005-07-05,247.80999756,247.88999939,247.80999756,247.88999939,261000,1120528800
2005-07-06,247.52000427,247.52000427,247.1000061,247.1000061,370000,1120615200
2005-07-07,247.3999939,247.3999939,246.77999878,246.77999878,893000,1120701600
2005-07-08,247.30999756,248.32000732,247.30999756,248.32000732,781000,1120788000
2005-07-11,248.69999695,249.52999878,248.69999695,249.52999878,1848000,1121047200
2005-07-12,249.50999451,249.50999451,249.49000549,249.49000549,780000,1121133600
2005-07-13,249.42999268,249.80999756,249.42999268,249.80999756,2171000,1121220000
2005-07-14,249.75999451,249.75999451,248.66999817,248.66999817,2201000,1121306400
2005-07-15,248.78999329,248.94000244,248.78999329,248.94000244,1437000,1121392800
2005-07-18,249.1000061,249.1000061,248.78999329,248.78999329,1343000,1121652000
2005-07-19,248.38000488,248.38000488,248.32000732,248.32000732,1576000,1121738400
2005-07-20,248.1499939,248.1499939,248.0,248.0,2560000,1121824800
2005-07-21,247.58999634,247.58999634,246.53999329,246.53999329,2141000,1121911200
2005-07-22,245.77000427,245.77000427,245.77000427,245.77000427,550000,1121997600
2005-07-25,246.30999756,246.30999756,246.30999756,246.30999756,1834000,1122256800
2005-07-26,245.94999695,245.94999695,245.94999695,245.94999695,579000,1122343200
2005-07-27,244.24000549,244.24000549,244.24000549,244.24000549,2105000,1122429600
2005-07-28,243.66999817,243.66999817,243.66999817,243.66999817,708000,1122516000
2005-07-29,245.52999878,245.52999878,245.52999878,245.52999878,801000,1122602400
2005-08-01,245.47999573,245.47999573,245.47999573,245.47999573,2688000,1122861600
2005-08-02,246.52999878,246.52999878,246.52999878,246.52999878,1030000,1122948000
2005-08-03,247.96000671,247.96000671,247.96000671,247.96000671,417000,1123034400
2005-08-04,253.50999451,253.50999451,253.50999451,253.50999451,762000,1123120800
2005-08-05,250.92999268,250.92999268,250.92999268,250.92999268,1118000,1123207200
2005-08-08,250.27000427,250.27000427,248.86999512,248.86999512,969000,1123466400
2005-08-09,249.58000183,249.58000183,249.30999756,249.30999756,908000,1123552800
2005-08-10,249.0,249.03999329,249.0,249.03999329,742000,1123639200
2005-08-11,249.21000671,249.21000671,248.99000549,248.99000549,1548000,1123725600
2005-08-12,248.88999939,249.22999573,248.88999939,249.22999573,304000,1123812000
2005-08-15,249.08999634,249.08999634,248.24000549,248.24000549,957000,1124071200
2005-08-16,247.8999939,247.8999939,247.52999878,247.52999878,1420000,1124157600
2005-08-17,247.46000671,247.46000671,247.33000183,247.33000183,1717000,1124244000
2005-08-18,247.30000305,247.3500061,247.30000305,247.3500061,1742000,1124330400
2005-08-19,247.47000122,247.83999634,247.47000122,247.83999634,433000,1124416800
2005-08-22,247.82000732,247.91000366,247.82000732,247.91000366,1874000,1124676000
2005-08-23,247.88999939,248.19000244,247.88999939,248.19000244,1195000,1124762400
2005-08-24,247.97999573,248.41000366,247.97999573,248.41000366,1583000,1124848800
2005-08-25,248.63999939,249.07000732,248.63999939,249.07000732,794000,1124935200
2005-08-26,249.38000488,249.74000549,249.38000488,249.74000549,2766000,1125021600
2005-08-29,251.05000305,253.69999695,251.05000305,253.69999695,1059000,1125280800
2005-08-30,255.91999817,255.94000244,255.91999817,255.94000244,885000,1125367200
2005-08-31,256.23001099,256.23001099,254.5,254.5,1521000,1125453600
2005-09-01,255.02000427,255.02000427,254.94999695,254.94999695,366000,1125540000
2005-09-05,254.55999756,255.55000305,254.55999756,255.55000305,6658000,1125885600
2005-09-06,255.67999268,257.57998657,255.67999268,257.57998657,504000,1125972000
2005-09-07,258.73001099,259.57000732,258.73001099,259.57000732,4252000,1126058400
2005-09-08,262.26998901,262.26998901,260.60998535,260.60998535,1366000,1126144800
2005-09-09,260.45001221,260.45001221,259.95999146,259.95999146,1740000,1126231200
2005-09-12,262.8999939,262.8999939,262.17999268,262.17999268,3012000,1126490400
2005-09-13,263.41000366,264.08999634,263.41000366,264.08999634,1094000,1126576800
2005-09-14,264.51000977,264.51000977,264.02999878,264.02999878,3063000,1126663200
2005-09-15,265.02999878,265.48999023,265.02999878,265.48999023,1749000,1126749600
2005-09-16,268.19000244,268.19000244,268.07998657,268.07998657,875000,1126836000
2005-09-19,270.07000732,274.80999756,270.07000732,274.80999756,1880000,1127095200
2005-09-20,284.54998779,285.98999023,284.54998779,285.98999023,2411000,1127181600
2005-09-21,288.45999146,288.45999146,276.60998535,276.60998535,1738000,1127268000
2005-09-22,277.77999878,280.3999939,277.77999878,280.3999939,2775000,1127354400
2005-09-23,281.27999878,281.27999878,278.3500061,278.3500061,962000,1127440800
2005-09-26,278.83999634,278.83999634,277.54000854,277.54000854,4086000,1127700000
2005-09-27,277.17999268,277.17999268,276.48999023,276.48999023,2207000,1127786400
2005-09-28,275.61999512,275.63000488,275.61999512,275.63000488,2183000,1127872800
2005-09-29,275.97000122,275.97000122,275.95001221,275.95001221,763000,1127959200
2005-09-30,289.17999268,289.32998657,289.17999268,289.32998657,1506000,1128045600
